loss,accuracy,val_loss,val_accuracy
0.8020220398902893,0.6504893898963928,0.44993162155151367,0.8300653696060181
0.5337035059928894,0.7875204086303711,0.36609381437301636,0.8480392098426819
0.4381576478481293,0.819331169128418,0.3431670069694519,0.8692810535430908
0.4094911217689514,0.8315660953521729,0.3034447431564331,0.8905228972434998
0.37032756209373474,0.8527732491493225,0.29251646995544434,0.8921568393707275
0.36124902963638306,0.8580750226974487,0.30527353286743164,0.8643791079521179
0.35474443435668945,0.8515497446060181,0.2963217496871948,0.8692810535430908
0.3248010575771332,0.8768352270126343,0.25995302200317383,0.8905228972434998
0.31924664974212646,0.8694943189620972,0.2574758231639862,0.8905228972434998
0.3156755864620209,0.8743882775306702,0.29754209518432617,0.8676470518112183
0.29751503467559814,0.8833605051040649,0.24826371669769287,0.8905228972434998
0.29293227195739746,0.8890701532363892,0.2620358169078827,0.8823529481887817
0.2824181020259857,0.8882544636726379,0.2503407597541809,0.9035947918891907
0.2795298397541046,0.8931484222412109,0.22430367767810822,0.9133986830711365
0.2708468437194824,0.8898857831954956,0.2238292247056961,0.9052287340164185
0.2791454792022705,0.8898857831954956,0.22442197799682617,0.9035947918891907
0.27527815103530884,0.8894779682159424,0.229230597615242,0.9084967374801636
0.2694840729236603,0.8870310187339783,0.2217596173286438,0.9084967374801636
0.25725218653678894,0.900897204875946,0.22642208635807037,0.915032684803009
0.250674307346344,0.9004893898963928,0.22852657735347748,0.9133986830711365
0.26364225149154663,0.8890701532363892,0.23265758156776428,0.8921568393707275
0.26252537965774536,0.8927406072616577,0.21528807282447815,0.9117646813392639
0.2520601153373718,0.8992658853530884,0.22038792073726654,0.9052287340164185
0.23684239387512207,0.9086459875106812,0.22058624029159546,0.9101307392120361
0.24775618314743042,0.8951876163482666,0.21126960217952728,0.923202633857727
0.2541866600513458,0.8927406072616577,0.23849272727966309,0.8970588445663452
0.23655779659748077,0.9106851816177368,0.22423237562179565,0.9035947918891907
0.22783777117729187,0.9070146679878235,0.21324321627616882,0.9183006286621094
0.23308272659778595,0.9115008115768433,0.21860164403915405,0.9052287340164185
0.233998104929924,0.9086459875106812,0.22182531654834747,0.8970588445663452
0.22937721014022827,0.905791163444519,0.21425072848796844,0.9084967374801636
0.2165999859571457,0.9135399460792542,0.22967715561389923,0.8970588445663452
0.24103964865207672,0.8996737599372864,0.20485424995422363,0.9248365759849548
0.23062175512313843,0.9106851816177368,0.24065685272216797,0.8905228972434998
0.23598302900791168,0.9041598439216614,0.20850619673728943,0.9264705777168274
0.22520291805267334,0.9017128944396973,0.22341838479042053,0.9133986830711365
0.20920222997665405,0.9106851816177368,0.21765169501304626,0.9035947918891907
0.2274847775697708,0.905791163444519,0.19941672682762146,0.9199346303939819
0.22206947207450867,0.9106851816177368,0.2075873762369156,0.9117646813392639
0.2178199291229248,0.9119086265563965,0.2085292637348175,0.9117646813392639
0.21691827476024628,0.9074224829673767,0.2087743878364563,0.915032684803009
0.2086792141199112,0.9151712656021118,0.2125827819108963,0.9084967374801636
0.19939084351062775,0.9147634506225586,0.20398929715156555,0.9101307392120361
0.20086818933486938,0.9221044182777405,0.21950331330299377,0.9166666865348816
0.2001049518585205,0.9216966032981873,0.2058003544807434,0.9199346303939819
0.2132735401391983,0.9168025851249695,0.2017589956521988,0.9101307392120361
